IP:PORT, LOSS, DELAY
162.159.195.146:4500,20.00%,412 ms
162.159.195.189:500,20.00%,412 ms
162.159.195.159:1701,20.00%,412 ms
162.159.192.173:1701,20.00%,412 ms
162.159.192.131:4500,20.00%,412 ms
162.159.192.152:2408,20.00%,412 ms
162.159.192.234:2408,20.00%,412 ms
162.159.192.201:2408,20.00%,412 ms
162.159.192.42:1701,20.00%,412 ms
162.159.192.113:2408,20.00%,412 ms
162.159.192.115:4500,20.00%,412 ms
162.159.195.44:500,20.00%,412 ms
162.159.195.36:1701,20.00%,412 ms
162.159.193.5:4500,20.00%,413 ms
162.159.192.224:4500,20.00%,413 ms
162.159.192.66:4500,20.00%,413 ms
162.159.195.102:4500,20.00%,413 ms
162.159.195.43:2408,20.00%,413 ms
162.159.195.102:2408,20.00%,413 ms
162.159.192.238:2408,20.00%,413 ms
162.159.195.43:1701,20.00%,413 ms
162.159.192.125:1701,20.00%,413 ms
162.159.192.176:2408,20.00%,413 ms
162.159.192.113:4500,20.00%,414 ms
162.159.192.91:2408,20.00%,414 ms
162.159.192.8:2408,20.00%,414 ms
162.159.192.224:2408,20.00%,414 ms
162.159.192.57:4500,20.00%,414 ms
162.159.192.50:1701,20.00%,414 ms
162.159.192.95:2408,20.00%,414 ms
162.159.195.74:4500,20.00%,414 ms
162.159.192.161:4500,20.00%,414 ms
162.159.192.159:1701,20.00%,414 ms
162.159.192.225:4500,20.00%,414 ms
162.159.195.180:4500,20.00%,414 ms
162.159.192.217:2408,20.00%,414 ms
162.159.192.18:4500,20.00%,414 ms
162.159.192.181:4500,20.00%,415 ms
162.159.192.29:4500,20.00%,415 ms
162.159.195.239:500,20.00%,415 ms
162.159.192.21:4500,20.00%,415 ms
162.159.192.162:500,20.00%,415 ms
162.159.195.80:4500,20.00%,415 ms
162.159.192.235:2408,20.00%,415 ms
162.159.192.116:4500,20.00%,415 ms
162.159.193.4:1701,20.00%,415 ms
162.159.192.212:2408,20.00%,415 ms
162.159.195.181:1701,20.00%,415 ms
162.159.192.146:2408,20.00%,415 ms
162.159.195.92:4500,20.00%,415 ms
162.159.195.150:500,20.00%,415 ms
162.159.195.117:500,20.00%,415 ms
162.159.195.11:2408,20.00%,415 ms
162.159.195.185:500,20.00%,416 ms
162.159.195.123:4500,20.00%,416 ms
162.159.195.252:1701,20.00%,416 ms
162.159.192.225:2408,20.00%,416 ms
162.159.195.99:500,20.00%,416 ms
162.159.195.217:2408,20.00%,416 ms
162.159.192.169:4500,20.00%,416 ms
162.159.192.168:1701,20.00%,417 ms
162.159.192.85:500,20.00%,417 ms
162.159.192.168:4500,20.00%,417 ms
162.159.195.51:500,20.00%,418 ms
162.159.195.229:500,20.00%,418 ms
162.159.192.218:4500,20.00%,418 ms
162.159.192.210:4500,20.00%,418 ms
162.159.195.2:4500,20.00%,418 ms
162.159.192.205:2408,20.00%,418 ms
162.159.195.23:2408,20.00%,418 ms
162.159.195.137:500,20.00%,418 ms
162.159.192.236:500,20.00%,418 ms
162.159.192.162:1701,20.00%,418 ms
162.159.195.104:4500,20.00%,418 ms
162.159.193.1:2408,20.00%,418 ms
162.159.195.101:1701,20.00%,419 ms
162.159.195.189:2408,20.00%,419 ms
162.159.195.89:500,20.00%,419 ms
162.159.192.172:500,20.00%,419 ms
162.159.195.28:1701,20.00%,419 ms
162.159.195.235:500,20.00%,419 ms
162.159.195.172:1701,20.00%,420 ms
162.159.192.132:2408,20.00%,420 ms
162.159.195.234:1701,20.00%,420 ms
162.159.192.110:1701,20.00%,420 ms
162.159.192.190:1701,20.00%,420 ms
162.159.195.230:500,20.00%,420 ms
162.159.192.127:1701,20.00%,420 ms
162.159.193.8:500,20.00%,420 ms
162.159.195.138:1701,20.00%,421 ms
162.159.195.2:1701,20.00%,421 ms
162.159.192.54:1701,20.00%,421 ms
162.159.195.19:1701,20.00%,421 ms
162.159.195.87:500,20.00%,422 ms
162.159.192.133:2408,20.00%,422 ms
162.159.192.229:500,20.00%,422 ms
162.159.195.188:2408,20.00%,422 ms
162.159.192.245:2408,20.00%,422 ms
162.159.195.11:500,20.00%,422 ms
162.159.195.200:2408,20.00%,422 ms
162.159.195.183:500,20.00%,422 ms
162.159.192.213:500,20.00%,422 ms
162.159.192.26:500,20.00%,423 ms
162.159.192.81:2408,20.00%,423 ms
162.159.192.141:2408,20.00%,423 ms
162.159.195.231:1701,20.00%,423 ms
162.159.195.107:2408,20.00%,423 ms
162.159.195.246:1701,20.00%,423 ms
162.159.192.76:1701,20.00%,424 ms
162.159.195.5:2408,20.00%,424 ms
162.159.195.31:2408,20.00%,424 ms
162.159.195.175:500,20.00%,424 ms
162.159.195.240:500,20.00%,424 ms
162.159.192.205:500,20.00%,424 ms
162.159.192.99:2408,20.00%,424 ms
162.159.195.113:500,20.00%,425 ms
162.159.195.218:2408,20.00%,425 ms
162.159.192.39:4500,20.00%,425 ms
162.159.195.149:2408,20.00%,426 ms
162.159.195.210:4500,20.00%,426 ms
162.159.195.245:2408,20.00%,426 ms
162.159.195.198:500,20.00%,426 ms
162.159.195.218:500,20.00%,426 ms
162.159.195.237:2408,20.00%,426 ms
162.159.195.165:1701,20.00%,426 ms
162.159.195.49:500,20.00%,426 ms
162.159.192.235:4500,20.00%,426 ms
162.159.195.83:4500,20.00%,426 ms
162.159.195.83:500,20.00%,426 ms
162.159.195.162:2408,20.00%,426 ms
162.159.195.145:1701,20.00%,426 ms
162.159.195.224:4500,20.00%,426 ms
162.159.192.184:4500,20.00%,426 ms
162.159.192.69:4500,20.00%,427 ms
162.159.195.14:2408,20.00%,427 ms
162.159.195.60:1701,20.00%,427 ms
162.159.195.115:4500,20.00%,427 ms
162.159.195.145:2408,20.00%,427 ms
162.159.195.35:2408,20.00%,427 ms
162.159.195.173:2408,20.00%,427 ms
162.159.195.35:4500,20.00%,427 ms
162.159.195.240:2408,20.00%,428 ms
162.159.192.238:4500,20.00%,429 ms
162.159.195.10:1701,20.00%,429 ms
162.159.192.134:4500,20.00%,429 ms
162.159.195.57:500,20.00%,429 ms
162.159.192.120:1701,20.00%,429 ms
162.159.195.73:500,20.00%,429 ms
162.159.195.160:1701,20.00%,429 ms
162.159.192.31:500,20.00%,429 ms
162.159.192.247:2408,20.00%,429 ms
162.159.192.226:4500,20.00%,429 ms
162.159.193.7:4500,20.00%,429 ms
162.159.193.6:4500,20.00%,430 ms
162.159.192.127:500,20.00%,430 ms
162.159.195.176:4500,20.00%,430 ms
162.159.192.209:4500,20.00%,430 ms
162.159.192.11:2408,20.00%,430 ms
162.159.193.6:1701,20.00%,430 ms
162.159.192.70:1701,20.00%,430 ms
162.159.195.176:1701,20.00%,430 ms
162.159.195.182:1701,20.00%,430 ms
162.159.192.186:1701,20.00%,430 ms
162.159.195.208:1701,20.00%,430 ms
162.159.195.225:1701,20.00%,430 ms
162.159.195.24:1701,20.00%,430 ms
162.159.195.31:1701,20.00%,430 ms
162.159.195.68:1701,20.00%,430 ms
162.159.192.108:500,20.00%,430 ms
162.159.195.68:500,20.00%,430 ms
162.159.193.7:1701,20.00%,430 ms
162.159.192.226:2408,20.00%,430 ms
162.159.195.24:2408,20.00%,431 ms
162.159.195.195:1701,20.00%,431 ms
162.159.192.118:4500,20.00%,432 ms
162.159.195.12:500,20.00%,432 ms
162.159.195.185:4500,20.00%,432 ms
162.159.195.96:500,20.00%,432 ms
162.159.195.29:500,20.00%,432 ms
162.159.195.147:500,20.00%,432 ms
162.159.192.76:2408,20.00%,432 ms
162.159.195.183:2408,20.00%,433 ms
162.159.195.96:2408,20.00%,433 ms
162.159.195.181:500,20.00%,433 ms
162.159.195.30:1701,20.00%,433 ms
162.159.195.155:1701,20.00%,433 ms
162.159.192.164:2408,20.00%,433 ms
162.159.195.65:4500,20.00%,433 ms
162.159.195.30:2408,20.00%,434 ms
162.159.195.211:4500,20.00%,434 ms
162.159.195.22:500,20.00%,435 ms
162.159.195.62:4500,20.00%,438 ms
162.159.195.62:2408,20.00%,440 ms
162.159.195.90:2408,30.00%,470 ms
162.159.192.5:1701,30.00%,472 ms
162.159.192.167:500,30.00%,474 ms
162.159.192.198:1701,30.00%,475 ms
162.159.192.196:2408,30.00%,475 ms
162.159.192.215:4500,30.00%,477 ms
162.159.195.76:4500,30.00%,478 ms
162.159.192.135:4500,30.00%,478 ms
162.159.192.128:1701,30.00%,478 ms
162.159.195.233:2408,30.00%,478 ms
162.159.192.151:2408,30.00%,478 ms
162.159.192.207:500,30.00%,479 ms
162.159.192.117:500,30.00%,479 ms
162.159.192.199:4500,30.00%,479 ms
162.159.195.21:500,30.00%,479 ms
162.159.195.86:1701,30.00%,479 ms
162.159.192.160:2408,30.00%,480 ms
162.159.192.44:500,30.00%,480 ms
162.159.192.63:2408,30.00%,480 ms
162.159.192.101:4500,30.00%,480 ms
162.159.195.203:2408,30.00%,480 ms
162.159.192.55:2408,30.00%,480 ms
162.159.192.192:500,30.00%,480 ms
162.159.192.90:500,30.00%,481 ms
162.159.192.227:500,30.00%,481 ms
162.159.192.219:4500,30.00%,481 ms
162.159.195.140:4500,30.00%,481 ms
162.159.192.163:1701,30.00%,482 ms
162.159.195.95:500,30.00%,482 ms
162.159.195.67:2408,30.00%,482 ms
162.159.195.197:2408,30.00%,482 ms
162.159.195.127:2408,30.00%,482 ms
162.159.192.172:2408,30.00%,482 ms
162.159.193.3:1701,30.00%,482 ms
162.159.192.139:4500,30.00%,482 ms
162.159.195.59:2408,30.00%,482 ms
162.159.195.112:2408,30.00%,483 ms
162.159.192.37:4500,30.00%,483 ms
162.159.192.71:4500,30.00%,483 ms
162.159.192.159:4500,30.00%,483 ms
162.159.192.217:4500,30.00%,483 ms
162.159.192.237:4500,30.00%,484 ms
162.159.192.192:4500,30.00%,484 ms
162.159.192.233:4500,30.00%,484 ms
162.159.192.23:4500,30.00%,484 ms
162.159.192.86:1701,30.00%,484 ms
162.159.192.119:1701,30.00%,484 ms
162.159.195.42:500,30.00%,484 ms
162.159.192.214:1701,30.00%,485 ms
162.159.195.17:500,30.00%,485 ms
162.159.192.0:4500,30.00%,485 ms
162.159.195.106:2408,30.00%,485 ms
162.159.192.23:1701,30.00%,485 ms
162.159.192.158:4500,30.00%,485 ms
162.159.192.85:2408,30.00%,485 ms
162.159.195.45:2408,30.00%,485 ms
162.159.195.115:1701,30.00%,485 ms
162.159.192.16:1701,30.00%,485 ms
162.159.195.199:500,30.00%,485 ms
162.159.192.85:1701,30.00%,486 ms
162.159.192.78:1701,30.00%,486 ms
162.159.192.24:1701,30.00%,486 ms
162.159.195.102:1701,30.00%,486 ms
162.159.192.40:1701,30.00%,487 ms
162.159.192.217:500,30.00%,487 ms
162.159.192.84:1701,30.00%,487 ms
162.159.195.117:2408,30.00%,487 ms
162.159.193.4:500,30.00%,487 ms
162.159.195.91:4500,30.00%,487 ms
162.159.195.92:500,30.00%,488 ms
162.159.192.223:500,30.00%,488 ms
162.159.195.180:500,30.00%,488 ms
162.159.192.167:2408,30.00%,488 ms
162.159.195.205:500,30.00%,488 ms
162.159.195.232:500,30.00%,488 ms
162.159.195.99:1701,30.00%,489 ms
162.159.192.213:2408,30.00%,489 ms
162.159.192.209:500,30.00%,489 ms
162.159.193.1:4500,30.00%,491 ms
162.159.195.106:4500,30.00%,491 ms
162.159.192.162:4500,30.00%,491 ms
162.159.192.98:1701,30.00%,492 ms
162.159.195.169:500,30.00%,492 ms
162.159.192.190:2408,30.00%,492 ms
162.159.192.141:500,30.00%,494 ms
162.159.195.175:1701,30.00%,496 ms
162.159.195.177:1701,30.00%,496 ms
162.159.195.133:4500,30.00%,496 ms
162.159.192.140:1701,30.00%,497 ms
162.159.195.218:4500,30.00%,497 ms
162.159.195.86:2408,30.00%,498 ms
162.159.195.29:4500,30.00%,498 ms
162.159.192.130:2408,30.00%,498 ms
162.159.192.53:2408,30.00%,498 ms
162.159.192.146:500,30.00%,498 ms
162.159.192.82:500,30.00%,498 ms
162.159.192.209:1701,30.00%,499 ms
162.159.192.196:500,30.00%,500 ms
162.159.192.118:1701,30.00%,500 ms
162.159.192.204:4500,30.00%,500 ms
162.159.192.70:2408,30.00%,501 ms
162.159.195.135:2408,30.00%,501 ms
162.159.195.68:4500,30.00%,501 ms
162.159.192.51:500,30.00%,501 ms
162.159.192.76:500,30.00%,501 ms
162.159.192.218:1701,30.00%,502 ms
162.159.192.108:4500,30.00%,502 ms
162.159.195.4:1701,30.00%,502 ms
162.159.195.25:500,30.00%,502 ms
162.159.192.118:500,30.00%,503 ms
162.159.195.191:2408,30.00%,504 ms
162.159.195.65:2408,30.00%,505 ms
162.159.195.172:4500,30.00%,508 ms
162.159.195.166:500,40.00%,539 ms
162.159.192.44:1701,40.00%,554 ms
162.159.195.34:2408,40.00%,554 ms
162.159.195.125:4500,40.00%,555 ms
162.159.195.161:2408,40.00%,555 ms
162.159.195.61:1701,40.00%,556 ms
162.159.195.21:4500,40.00%,556 ms
162.159.195.120:1701,40.00%,557 ms
162.159.192.170:500,40.00%,557 ms
162.159.195.48:4500,40.00%,559 ms
162.159.195.91:500,40.00%,560 ms
162.159.195.36:500,40.00%,561 ms
162.159.195.101:2408,40.00%,564 ms
162.159.192.96:500,40.00%,566 ms
162.159.192.89:2408,40.00%,567 ms
162.159.192.26:4500,40.00%,568 ms
162.159.192.130:500,40.00%,570 ms
162.159.192.80:2408,40.00%,571 ms
162.159.192.248:4500,40.00%,572 ms
162.159.192.61:4500,40.00%,574 ms
162.159.192.232:500,40.00%,575 ms
162.159.192.48:1701,50.00%,630 ms
162.159.195.185:1701,50.00%,645 ms
162.159.195.231:4500,60.00%,703 ms
162.159.193.220:4500,100.00%,1000 ms
162.159.193.213:1701,100.00%,1000 ms
162.159.193.98:2408,100.00%,1000 ms
162.159.193.74:2408,100.00%,1000 ms
162.159.193.60:2408,100.00%,1000 ms
162.159.193.229:4500,100.00%,1000 ms
162.159.193.128:1701,100.00%,1000 ms
162.159.193.186:1701,100.00%,1000 ms
162.159.193.213:500,100.00%,1000 ms
162.159.193.215:4500,100.00%,1000 ms
162.159.193.216:1701,100.00%,1000 ms
162.159.193.128:4500,100.00%,1000 ms
162.159.193.186:4500,100.00%,1000 ms
162.159.193.113:2408,100.00%,1000 ms
162.159.193.233:1701,100.00%,1000 ms
162.159.193.233:4500,100.00%,1000 ms
162.159.193.217:1701,100.00%,1000 ms
162.159.193.96:1701,100.00%,1000 ms
162.159.193.231:500,100.00%,1000 ms
162.159.193.113:1701,100.00%,1000 ms
162.159.193.45:4500,100.00%,1000 ms
162.159.193.76:2408,100.00%,1000 ms
162.159.193.128:2408,100.00%,1000 ms
162.159.193.50:1701,100.00%,1000 ms
162.159.193.109:1701,100.00%,1000 ms
162.159.193.120:2408,100.00%,1000 ms
162.159.193.203:2408,100.00%,1000 ms
162.159.193.108:1701,100.00%,1000 ms
162.159.193.94:1701,100.00%,1000 ms
162.159.193.229:2408,100.00%,1000 ms
162.159.193.94:500,100.00%,1000 ms
162.159.193.248:1701,100.00%,1000 ms
162.159.193.51:500,100.00%,1000 ms
162.159.193.236:500,100.00%,1000 ms
162.159.193.249:2408,100.00%,1000 ms
162.159.193.23:1701,100.00%,1000 ms
162.159.193.217:4500,100.00%,1000 ms
162.159.193.189:1701,100.00%,1000 ms
162.159.193.87:2408,100.00%,1000 ms
162.159.193.199:1701,100.00%,1000 ms
162.159.193.247:500,100.00%,1000 ms
162.159.193.210:4500,100.00%,1000 ms
162.159.193.107:2408,100.00%,1000 ms
162.159.193.69:500,100.00%,1000 ms
162.159.193.122:2408,100.00%,1000 ms
162.159.193.91:500,100.00%,1000 ms
162.159.193.106:4500,100.00%,1000 ms
162.159.193.116:4500,100.00%,1000 ms
162.159.193.212:2408,100.00%,1000 ms
162.159.193.37:500,100.00%,1000 ms
162.159.193.117:2408,100.00%,1000 ms
162.159.193.51:1701,100.00%,1000 ms
162.159.193.205:1701,100.00%,1000 ms
162.159.193.182:500,100.00%,1000 ms
162.159.193.212:1701,100.00%,1000 ms
162.159.193.252:500,100.00%,1000 ms
162.159.193.198:4500,100.00%,1000 ms
162.159.193.86:4500,100.00%,1000 ms
162.159.193.85:1701,100.00%,1000 ms
162.159.193.254:500,100.00%,1000 ms
162.159.193.192:1701,100.00%,1000 ms
162.159.193.223:500,100.00%,1000 ms
162.159.193.219:2408,100.00%,1000 ms
162.159.193.96:2408,100.00%,1000 ms
162.159.193.82:4500,100.00%,1000 ms
162.159.193.86:1701,100.00%,1000 ms
162.159.193.222:500,100.00%,1000 ms
162.159.193.178:500,100.00%,1000 ms
162.159.193.237:1701,100.00%,1000 ms
162.159.193.85:500,100.00%,1000 ms
162.159.193.118:1701,100.00%,1000 ms
162.159.193.33:2408,100.00%,1000 ms
162.159.193.227:1701,100.00%,1000 ms
162.159.193.225:500,100.00%,1000 ms
162.159.193.33:500,100.00%,1000 ms
162.159.193.243:4500,100.00%,1000 ms
162.159.193.101:2408,100.00%,1000 ms
162.159.193.65:2408,100.00%,1000 ms
162.159.193.212:4500,100.00%,1000 ms
162.159.192.153:2408,100.00%,1000 ms
162.159.193.240:4500,100.00%,1000 ms
162.159.193.196:1701,100.00%,1000 ms
162.159.193.196:500,100.00%,1000 ms
162.159.193.64:2408,100.00%,1000 ms
162.159.193.95:1701,100.00%,1000 ms
162.159.193.117:500,100.00%,1000 ms
162.159.193.228:1701,100.00%,1000 ms
162.159.193.59:1701,100.00%,1000 ms
162.159.193.57:500,100.00%,1000 ms
162.159.193.226:1701,100.00%,1000 ms
162.159.193.61:1701,100.00%,1000 ms
162.159.193.94:4500,100.00%,1000 ms
162.159.193.64:500,100.00%,1000 ms
162.159.193.77:2408,100.00%,1000 ms
162.159.193.75:4500,100.00%,1000 ms
162.159.193.213:4500,100.00%,1000 ms
162.159.193.52:4500,100.00%,1000 ms
162.159.193.182:1701,100.00%,1000 ms
162.159.193.215:500,100.00%,1000 ms
162.159.193.199:500,100.00%,1000 ms
162.159.193.233:500,100.00%,1000 ms
162.159.193.204:500,100.00%,1000 ms
162.159.193.75:500,100.00%,1000 ms
162.159.193.235:1701,100.00%,1000 ms
162.159.193.231:2408,100.00%,1000 ms
162.159.193.81:4500,100.00%,1000 ms
162.159.193.210:2408,100.00%,1000 ms
162.159.193.81:1701,100.00%,1000 ms
162.159.193.98:4500,100.00%,1000 ms
162.159.193.63:2408,100.00%,1000 ms
162.159.193.100:4500,100.00%,1000 ms
162.159.193.234:2408,100.00%,1000 ms
162.159.192.176:4500,100.00%,1000 ms
162.159.193.234:4500,100.00%,1000 ms
162.159.193.100:2408,100.00%,1000 ms
162.159.193.97:4500,100.00%,1000 ms
162.159.193.100:1701,100.00%,1000 ms
162.159.193.246:500,100.00%,1000 ms
162.159.193.234:1701,100.00%,1000 ms
162.159.193.120:500,100.00%,1000 ms
162.159.192.180:500,100.00%,1000 ms
162.159.193.100:500,100.00%,1000 ms
162.159.193.78:500,100.00%,1000 ms
162.159.193.25:500,100.00%,1000 ms
162.159.193.98:500,100.00%,1000 ms
162.159.193.95:500,100.00%,1000 ms
162.159.193.83:500,100.00%,1000 ms
162.159.193.206:1701,100.00%,1000 ms
162.159.193.247:1701,100.00%,1000 ms
162.159.193.59:2408,100.00%,1000 ms
162.159.193.48:4500,100.00%,1000 ms
162.159.193.206:4500,100.00%,1000 ms
162.159.193.97:500,100.00%,1000 ms
162.159.193.42:1701,100.00%,1000 ms
162.159.193.236:4500,100.00%,1000 ms
162.159.193.236:2408,100.00%,1000 ms
162.159.193.205:500,100.00%,1000 ms
162.159.193.71:1701,100.00%,1000 ms
162.159.193.111:1701,100.00%,1000 ms
162.159.193.181:1701,100.00%,1000 ms
162.159.193.209:2408,100.00%,1000 ms
162.159.193.219:1701,100.00%,1000 ms
162.159.193.91:4500,100.00%,1000 ms
162.159.193.99:2408,100.00%,1000 ms
162.159.193.76:4500,100.00%,1000 ms
162.159.193.99:1701,100.00%,1000 ms
162.159.193.112:1701,100.00%,1000 ms
162.159.193.90:500,100.00%,1000 ms
162.159.193.254:1701,100.00%,1000 ms
162.159.193.254:2408,100.00%,1000 ms
162.159.193.192:2408,100.00%,1000 ms
162.159.193.223:2408,100.00%,1000 ms
162.159.193.55:500,100.00%,1000 ms
162.159.193.12:500,100.00%,1000 ms
162.159.193.223:1701,100.00%,1000 ms
162.159.193.51:2408,100.00%,1000 ms
162.159.193.106:2408,100.00%,1000 ms
162.159.193.240:1701,100.00%,1000 ms
162.159.193.79:500,100.00%,1000 ms
162.159.193.196:4500,100.00%,1000 ms
162.159.193.240:2408,100.00%,1000 ms
162.159.193.194:500,100.00%,1000 ms
162.159.193.36:4500,100.00%,1000 ms
162.159.193.154:2408,100.00%,1000 ms
162.159.193.14:4500,100.00%,1000 ms
162.159.193.88:1701,100.00%,1000 ms
162.159.193.47:2408,100.00%,1000 ms
162.159.193.112:500,100.00%,1000 ms
162.159.193.133:1701,100.00%,1000 ms
162.159.193.245:500,100.00%,1000 ms
162.159.193.178:2408,100.00%,1000 ms
162.159.193.197:500,100.00%,1000 ms
162.159.193.43:4500,100.00%,1000 ms
162.159.193.43:2408,100.00%,1000 ms
162.159.193.43:500,100.00%,1000 ms
162.159.193.211:4500,100.00%,1000 ms
162.159.193.209:4500,100.00%,1000 ms
162.159.193.47:1701,100.00%,1000 ms
162.159.193.241:500,100.00%,1000 ms
162.159.193.180:500,100.00%,1000 ms
162.159.193.66:4500,100.00%,1000 ms
162.159.193.42:2408,100.00%,1000 ms
162.159.193.91:2408,100.00%,1000 ms
162.159.193.110:4500,100.00%,1000 ms
162.159.193.38:1701,100.00%,1000 ms
162.159.193.12:1701,100.00%,1000 ms
162.159.193.104:2408,100.00%,1000 ms
162.159.193.242:1701,100.00%,1000 ms
162.159.193.104:500,100.00%,1000 ms
162.159.193.102:2408,100.00%,1000 ms
162.159.193.102:1701,100.00%,1000 ms
162.159.193.176:4500,100.00%,1000 ms
162.159.193.92:4500,100.00%,1000 ms
162.159.193.244:500,100.00%,1000 ms
162.159.193.86:500,100.00%,1000 ms
162.159.193.92:500,100.00%,1000 ms
162.159.193.230:500,100.00%,1000 ms
162.159.193.243:2408,100.00%,1000 ms
162.159.193.202:500,100.00%,1000 ms
162.159.193.92:1701,100.00%,1000 ms
162.159.193.244:4500,100.00%,1000 ms
162.159.193.33:1701,100.00%,1000 ms
162.159.193.230:1701,100.00%,1000 ms
162.159.193.34:4500,100.00%,1000 ms
162.159.193.214:1701,100.00%,1000 ms
162.159.193.34:1701,100.00%,1000 ms
162.159.193.34:500,100.00%,1000 ms
162.159.193.101:1701,100.00%,1000 ms
162.159.193.197:1701,100.00%,1000 ms
162.159.193.140:4500,100.00%,1000 ms
162.159.193.64:4500,100.00%,1000 ms
162.159.193.232:500,100.00%,1000 ms
162.159.193.62:2408,100.00%,1000 ms
162.159.193.95:2408,100.00%,1000 ms
162.159.193.58:2408,100.00%,1000 ms
162.159.193.57:2408,100.00%,1000 ms
162.159.193.79:1701,100.00%,1000 ms
162.159.193.59:4500,100.00%,1000 ms
162.159.193.231:4500,100.00%,1000 ms
162.159.193.84:1701,100.00%,1000 ms
162.159.193.61:2408,100.00%,1000 ms
162.159.193.131:2408,100.00%,1000 ms
162.159.193.141:500,100.00%,1000 ms
162.159.193.248:2408,100.00%,1000 ms
162.159.193.58:1701,100.00%,1000 ms
162.159.193.84:2408,100.00%,1000 ms
162.159.193.250:500,100.00%,1000 ms
162.159.193.94:2408,100.00%,1000 ms
162.159.193.32:2408,100.00%,1000 ms
162.159.193.130:500,100.00%,1000 ms
162.159.193.130:1701,100.00%,1000 ms
162.159.193.75:2408,100.00%,1000 ms
162.159.193.115:1701,100.00%,1000 ms
162.159.193.248:4500,100.00%,1000 ms
162.159.193.28:1701,100.00%,1000 ms
162.159.193.195:1701,100.00%,1000 ms
162.159.193.80:500,100.00%,1000 ms
162.159.193.251:2408,100.00%,1000 ms
162.159.193.236:1701,100.00%,1000 ms
162.159.193.130:4500,100.00%,1000 ms
162.159.193.26:500,100.00%,1000 ms
162.159.193.73:2408,100.00%,1000 ms
162.159.193.82:2408,100.00%,1000 ms
162.159.193.26:2408,100.00%,1000 ms
162.159.193.53:1701,100.00%,1000 ms
162.159.193.78:1701,100.00%,1000 ms
162.159.193.44:1701,100.00%,1000 ms
162.159.193.221:500,100.00%,1000 ms
162.159.193.97:2408,100.00%,1000 ms
162.159.193.221:1701,100.00%,1000 ms
162.159.193.252:1701,100.00%,1000 ms
162.159.193.48:500,100.00%,1000 ms
162.159.193.97:1701,100.00%,1000 ms
162.159.193.221:4500,100.00%,1000 ms
162.159.193.208:4500,100.00%,1000 ms
162.159.193.60:4500,100.00%,1000 ms
162.159.193.89:4500,100.00%,1000 ms
162.159.193.89:2408,100.00%,1000 ms
162.159.193.89:1701,100.00%,1000 ms
162.159.193.83:1701,100.00%,1000 ms
162.159.193.251:1701,100.00%,1000 ms
162.159.193.83:2408,100.00%,1000 ms
162.159.193.50:2408,100.00%,1000 ms
162.159.193.21:2408,100.00%,1000 ms
162.159.193.135:4500,100.00%,1000 ms
162.159.193.50:4500,100.00%,1000 ms
162.159.193.71:2408,100.00%,1000 ms
162.159.193.50:500,100.00%,1000 ms
162.159.193.21:500,100.00%,1000 ms
162.159.193.72:4500,100.00%,1000 ms
162.159.193.254:4500,100.00%,1000 ms
162.159.193.40:1701,100.00%,1000 ms
162.159.193.21:1701,100.00%,1000 ms
162.159.193.72:1701,100.00%,1000 ms
162.159.193.87:1701,100.00%,1000 ms
162.159.193.90:4500,100.00%,1000 ms
162.159.193.87:500,100.00%,1000 ms
162.159.193.238:500,100.00%,1000 ms
162.159.193.126:1701,100.00%,1000 ms
162.159.193.194:4500,100.00%,1000 ms
162.159.193.45:2408,100.00%,1000 ms
162.159.193.143:500,100.00%,1000 ms
162.159.193.45:1701,100.00%,1000 ms
162.159.193.90:1701,100.00%,1000 ms
162.159.193.65:4500,100.00%,1000 ms
162.159.193.251:500,100.00%,1000 ms
162.159.193.93:2408,100.00%,1000 ms
162.159.193.73:1701,100.00%,1000 ms
162.159.193.80:4500,100.00%,1000 ms
162.159.193.80:1701,100.00%,1000 ms
162.159.193.44:2408,100.00%,1000 ms
162.159.193.11:4500,100.00%,1000 ms
162.159.193.241:4500,100.00%,1000 ms
162.159.193.11:1701,100.00%,1000 ms
162.159.193.43:1701,100.00%,1000 ms
162.159.193.35:2408,100.00%,1000 ms
162.159.193.143:1701,100.00%,1000 ms
162.159.193.13:500,100.00%,1000 ms
162.159.193.39:4500,100.00%,1000 ms
162.159.193.67:4500,100.00%,1000 ms
162.159.193.104:1701,100.00%,1000 ms
162.159.193.85:2408,100.00%,1000 ms
162.159.193.36:2408,100.00%,1000 ms
162.159.193.55:1701,100.00%,1000 ms
162.159.193.42:500,100.00%,1000 ms
162.159.193.36:500,100.00%,1000 ms
162.159.193.41:4500,100.00%,1000 ms
162.159.193.38:2408,100.00%,1000 ms
162.159.193.41:500,100.00%,1000 ms
162.159.193.41:2408,100.00%,1000 ms
162.159.193.41:1701,100.00%,1000 ms
162.159.193.49:4500,100.00%,1000 ms
162.159.193.70:2408,100.00%,1000 ms
162.159.193.70:1701,100.00%,1000 ms
162.159.193.68:2408,100.00%,1000 ms
162.159.193.68:500,100.00%,1000 ms
162.159.193.69:1701,100.00%,1000 ms
162.159.193.39:500,100.00%,1000 ms
162.159.193.33:4500,100.00%,1000 ms
162.159.193.39:2408,100.00%,1000 ms
162.159.193.46:1701,100.00%,1000 ms
162.159.193.67:500,100.00%,1000 ms
162.159.193.208:1701,100.00%,1000 ms
162.159.193.34:2408,100.00%,1000 ms
162.159.193.30:4500,100.00%,1000 ms
162.159.193.62:1701,100.00%,1000 ms
162.159.193.30:500,100.00%,1000 ms
